AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
2.3345,2.9033,2.9811,1.3541,2.1006,0.0105,0.0192,-0.7557,-0.2208,11.4823,4.2051,1.6291,-1.7082,0.4312
-9.8363,-6.9716,-5.918,-3.4001,-2.3665,0.0229,0.0939,-2.5631,-1.3237,-13.6866,-4.7583,-5.9973,-20.4213,-9.0272
-17.0527,-12.6873,-12.4558,-6.784,-4.567,0.0141,0.1078,-2.4078,-1.5356,-29.2797,-10.3965,-10.0471,-19.4985,-11.8775
-13.5924,-10.6158,-10.8118,-4.6486,-5.3961,-0.0079,0.2837,0.6698,-0.0495,-28.0182,-9.1169,-5.4382,-4.7315,-6.1288
-3.6656,-3.2371,-3.1674,-0.1114,-4.205,-0.0156,0.6291,3.6525,1.6538,-14.5813,-2.5903,3.763,4.8971,1.6907
7.6654,7.1178,5.7142,2.8395,1.0529,-0.0019,0.5552,3.5998,1.8848,7.1104,5.3928,9.7089,8.7515,7.3516
16.3188,15.5846,12.1669,4.4872,6.6088,0.0135,-0.2399,1.2036,0.9531,29.7725,10.7909,9.0146,14.226,10.1919
16.1464,13.8554,12.2926,4.8877,5.4012,0.0143,-0.9596,-0.8915,0.2208,37.933,10.7875,4.1957,15.1891,8.3708
5.5494,1.6816,4.5622,1.3433,-0.4523,0.003,-0.7585,-1.7355,-0.1906,23.5346,5.7948,-1.0043,5.8181,1.8122
-5.7435,-8.718,-5.1708,-5.0512,-1.819,-0.0105,-0.0517,-2.092,-0.9839,-1.9187,-1.2391,-4.7953,-4.2743,-4.1267
-6.8577,-8.3666,-7.946,-6.9839,1.6628,-0.0208,0.207,-1.8724,-1.6277,-20.8477,-7.2857,-5.8704,-6.951,-4.6128
-1.0873,-4.0667,-3.6136,-1.9651,1.7395,-0.0281,-0.0627,-0.6106,-1.1442,-27.6699,-10.3328,-3.6858,-8.3028,-2.1318
-0.9428,-6.3269,-1.6068,1.3955,-3.6163,-0.0279,-0.2478,0.5928,-0.1247,-28.0535,-10.0093,-1.0834,-13.4705,-2.378
-8.4829,-11.6847,-6.0039,-2.8129,-8.3013,-0.0095,-0.083,0.9506,0.4983,-25.9863,-7.4259,-0.7737,-15.0969,-5.0712
-12.1596,-8.9975,-8.6941,-6.7685,-7.9135,0.0177,0.1369,1.5908,1.057,-16.4336,-2.9525,-0.3968,-4.3308,-4.1944
-4.8743,1.2971,-2.9215,-2.3537,-2.7763,0.0199,0.0971,2.4564,1.5508,5.8052,3.8313,2.6651,14.318,2.0936
6.5558,8.3786,6.2103,4.957,4.0531,-0.007,-0.0623,1.5662,1.0294,30.5904,10.5791,5.8247,23.7752,7.7132
12.5176,8.2918,10.5021,6.6302,7.8023,-0.0225,0.1358,-0.6217,-0.1594,37.91,12.5697,6.1688,13.7855,7.4207
11.1787,6.0809,8.8878,4.3029,6.115,-0.0088,0.7073,-1.1638,-0.4694,24.1885,8.7617,4.7786,-2.7523,3.691
6.675,4.9074,4.9498,2.4992,2.4203,0.0053,0.8507,0.1004,0.1227,7.9423,3.5017,2.8946,-5.2595,1.7206
4.0421,4.8638,1.6544,-0.1786,1.2588,0.008,0.0613,0.4559,0.2687,2.4154,0.2806,-0.0023,5.416,2.4286
5.4738,6.7477,0.8561,-3.3526,2.4588,0.0144,-0.8555,-0.5135,-0.2272,0.7234,-1.9947,-2.9017,11.1815,3.3648
8.4096,9.2175,3.2305,-0.4568,2.9724,0.0154,-0.8385,-0.4945,-0.3164,-3.411,-4.0511,-2.9019,6.1487,3.3337
9.1844,8.5288,6.8856,8.4762,1.7706,-0.0068,-0.123,1.0177,0.3386,-1.3365,-2.7713,0.7171,1.7847,3.4038
6.9638,3.5068,7.5544,11.4986,-0.0594,-0.0301,0.285,1.7626,0.8859,10.0058,2.482,4.2814,3.9996,3.753
1.8491,-3.8709,2.4176,2.1815,-2.3349,-0.0238,0.1339,0.5543,0.648,13.8359,5.3852,3.4554,3.6618,1.9942
-5.1126,-9.7766,-5.1023,-8.8753,-5.3285,0.0036,-0.0529,-0.8722,0.1046,0.2866,1.7272,-0.849,-4.8935,-2.5547
-8.7009,-8.9173,-7.5021,-9.5538,-6.6114,0.0246,-0.0054,-0.7088,0.1127,-10.5147,-2.0669,-3.088,-9.9007,-5.1734
-4.4871,-0.6273,-2.4109,-2.3295,-2.7713,0.0249,0.0744,0.3249,0.5247,3.2161,1.9263,-0.3818,0.8441,-1.5305
3.0985,6.8015,4.2807,3.5337,4.5074,0.0033,0.042,0.5092,0.437,28.0971,9.9906,4.1544,17.2631,4.7262
5.5812,5.6521,6.1087,4.8459,8.4021,-0.024,-0.0168,-0.3096,-0.308,32.1993,11.4846,5.7918,17.6509,5.9931
1.7736,-1.124,2.5116,2.3397,4.8493,-0.0263,-0.0234,-1.0575,-0.8725,8.3877,3.4874,2.8546,-0.9526,0.9084
-1.6706,-5.5489,-2.5183,-3.4865,-2.4591,0.0001,-0.0007,-1.0817,-0.6582,-19.3148,-6.3271,-2.3296,-17.8656,-4.1209
0.6491,-4.567,-4.2191,-8.2305,-6.1127,0.0143,0.0187,-0.3745,0.013,-26.8781,-9.714,-5.0411,-14.9829,-3.0379
6.5982,0.2244,-0.7256,-5.3758,-2.7594,-0.0072,0.0301,0.7172,0.4533,-14.1582,-6.0661,-2.6399,1.9659,2.7375
9.5005,6.2292,4.348,2.9328,3.4085,-0.0259,0.0294,1.388,0.3888,0.9717,-0.9761,1.6668,12.6929,6.3476
6.8623,9.4751,5.5091,6.649,5.5206,-0.007,0.0118,1.0244,0.1006,4.4985,0.58,2.4898,8.4298,4.3992
2.7965,5.9459,2.2472,2.7511,2.0529,0.0132,-0.0136,0.1409,-0.072,-1.9764,-1.5599,-0.5154,-0.4494,0.5821
0.099,-3.367,-1.5143,-1.2962,-2.8074,-0.0093,-0.0285,-0.1526,-0.0442,-9.2305,-4.134,-2.688,-3.48,-1.1086
-3.0892,-11.0517,-3.3464,-1.2467,-5.558,-0.0403,-0.0275,0.5476,0.2659,-11.9488,-3.9969,-0.7292,-3.334,-1.327
-5.9389,-9.6479,-3.0487,-0.988,-5.4073,-0.0218,-0.0222,1.5767,0.8498,-9.2471,-0.5549,3.9666,-5.027,-1.2494
-4.4298,-0.7399,-0.8513,-2.204,-2.4183,0.0262,-0.0161,1.7662,1.1204,-2.0376,3.3987,6.7462,-5.583,-0.2513
-0.7757,4.7643,0.8347,-1.8226,1.0846,0.037,-0.0005,0.5472,0.4748,4.8575,3.8989,3.7293,-1.7122,0.4526
-1.8258,-0.5008,-1.3294,-0.6386,0.8973,0.0025,0.0159,-1.0805,-0.5397,4.1463,0.4789,-2.8389,1.7484,-1.3798
-7.1282,-10.4276,-6.0283,-2.9379,-3.2031,-0.0245,0.0137,-1.4268,-0.7594,-5.7319,-3.1843,-5.6912,-1.547,-4.2619
-9.1909,-13.8265,-8.1186,-7.2146,-6.3336,-0.0177,0.0034,-0.2739,-0.0829,-16.6411,-4.4231,-2.5691,-7.8279,-4.5436
-4.0859,-8.1194,-5.0057,-6.689,-5.1891,-0.0074,0.0097,1.002,0.579,-16.7236,-3.6834,0.8207,-5.5764,-1.2009
5.7013,1.123,1.8923,0.128,-1.3729,-0.0177,0.0213,1.4989,0.8279,-1.2871,-0.8465,1.4873,7.5353,4.1735
14.6715,8.7037,9.0327,6.1816,2.374,-0.0258,0.0133,1.4225,0.9374,19.6401,4.6115,3.2695,17.7808,8.8607
16.8632,12.2373,11.7136,5.4114,5.221,-0.0063,-0.0018,0.7924,0.7322,28.1119,9.0034,6.5613,13.2639,9.4247
11.2748,11.1501,8.274,1.2341,6.9596,0.0196,-0.0002,-0.5552,-0.1681,18.6598,7.2601,5.5262,1.0942,5.101
5.1925,7.8815,3.803,1.1237,6.6719,0.0177,0.006,-1.6858,-1.0741,6.7315,1.5813,-0.3837,-3.0082,0.6006
5.3092,6.0438,3.7609,4.923,4.3353,-0.0042,-0.0062,-1.3619,-0.8675,8.0847,-0.2837,-3.4673,3.7648,0.8284
7.4587,4.7209,5.3739,5.297,1.6013,-0.0136,-0.0303,-0.1372,0.0941,14.9098,2.7959,-0.2739,8.6399,3.4476
2.6122,-0.3573,1.8622,-0.2385,-1.1243,-0.0032,-0.0414,0.4451,0.4681,5.1539,2.4814,2.6223,0.4788,1.7326
-8.7648,-8.1895,-6.6488,-5.7608,-5.118,0.0106,-0.0262,0.3751,0.12,-23.7669,-5.9831,-0.773,-14.2738,-5.0065
-16.2939,-12.4208,-12.8958,-6.8214,-8.7673,0.0125,0.003,0.6071,-0.0441,-45.7303,-14.7963,-6.8006,-18.2171,-9.53
-13.7978,-11.6253,-12.185,-5.7764,-8.287,-0.0034,0.0205,0.8354,0.0794,-39.7928,-14.1112,-7.9455,-8.3005,-7.2364
-5.9622,-10.1817,-6.7265,-5.149,-4.6289,-0.0255,0.0199,0.298,0.0026,-17.664,-5.9152,-3.1639,-1.3662,-2.3446
0.5802,-8.0514,-0.7289,-3.4293,-2.091,-0.0285,0.016,-0.3377,-0.0736,-1.6594,0.8318,2.201,-5.4908,0.138
4.4502,-1.2172,3.6008,-0.1076,-0.2488,-0.0071,0.0126,-0.1279,0.1863,6.8758,3.8198,4.4629,-6.0485,1.5523
6.3464,7.8553,5.6074,2.2872,3.9029,0.013,0.0005,0.3868,0.3625,17.2299,6.6545,4.7026,6.1155,4.2033
6.9707,11.5852,6.249,3.5085,7.7106,0.0107,-0.0145,0.3162,0.1388,25.9731,9.1128,4.6724,16.4057,6.1027
7.7273,7.6301,6.9415,5.3258,5.6951,-0.008,-0.0191,-0.0716,-0.0063,23.9138,7.7082,3.9483,11.2659,5.0927
7.0743,-0.2402,5.5993,4.6619,-1.2391,-0.0209,-0.0138,-0.3012,0.1942,11.9582,2.8571,1.4302,-1.1074,2.0555
0.982,-7.6641,-1.1267,-3.2131,-6.4112,-0.0119,-0.0036,-0.7092,0.1911,-2.1626,-1.5501,-2.5768,-6.8886,-1.5935
-7.7636,-11.0552,-9.4402,-13.2209,-6.1475,0.0107,0.0087,-1.3489,-0.2698,-11.456,-3.2466,-5.6922,-5.0601,-4.4534
-9.0601,-8.1421,-9.8045,-13.0812,-2.9988,0.0179,0.0121,-1.257,-0.4823,-10.6273,-2.4228,-4.8858,-1.8571,-4.0627
0.1796,-0.3287,-0.053,-0.2138,-0.1664,-0.0016,0.0001,0.0045,0.0088,-0.3102,-0.1229,-0.0364,0.0174,0.0838
1.5133,1.7378,0.7275,0.9455,0.5549,-0.0044,-0.0021,0.7258,0.2629,-1.3037,-0.5205,0.8245,3.6883,1.5808
12.6244,7.6675,7.1799,5.0062,3.8932,-0.0206,0.0181,-0.3764,-0.1747,13.9478,1.5861,-0.8928,10.6073,5.4932
19.2667,13.2182,13.0307,9.9501,6.1454,-0.0259,0.026,-0.0617,0.1887,32.2966,7.1174,1.8554,18.9025,9.4635
17.6979,13.9466,14.3098,11.9684,6.4182,-0.0238,0.02,0.9534,0.8349,43.3302,12.5506,6.3399,24.0744,10.9579
8.3132,7.1745,8.2808,6.7096,4.243,-0.0138,0.0133,0.6872,0.6903,35.9662,12.1873,6.1656,18.481,7.0367
-2.4369,-1.7327,-0.7023,-2.195,1.117,0.0051,0.0141,-1.0848,-0.2833,16.0978,6.3105,0.6836,3.7897,-0.3702
-7.4142,-4.7455,-5.0391,-5.1303,0.1722,0.0161,0.0165,-2.1803,-1.0606,-0.1014,0.3096,-3.8345,-6.4594,-4.9907
-6.4337,-1.1396,-3.3736,0.0372,1.9905,0.0093,0.0197,-1.2849,-1.0028,-6.0764,-2.4295,-3.3755,-5.1414,-4.2773
-4.5697,2.3263,-1.4109,4.1674,2.9008,0.0034,0.0207,0.0817,-0.5673,-10.4266,-4.0531,-1.5788,-2.3491,-2.4897
-3.5878,0.2912,-2.8439,1.0447,-0.5378,0.0062,0.003,0.4639,-0.2629,-23.23,-8.54,-2.962,-7.8616,-3.0456
-1.101,-5.186,-4.8423,-3.9509,-6.7416,-0.0036,-0.0064,0.9867,0.2671,-39.8768,-14.6281,-5.0408,-14.46,-3.2186
2.5282,-7.6161,-3.957,-4.495,-10.0455,-0.0267,0.073,2.8075,1.3361,-42.7109,-15.0216,-2.2756,-9.6395,0.2301
3.4653,-4.1474,-1.4193,-2.3322,-7.1799,-0.0318,0.2114,4.3709,2.1693,-24.1908,-6.7161,4.0532,4.5616,4.7891
0.2824,0.5047,-0.55,-1.1504,-2.0316,-0.0099,0.1637,3.5329,1.7862,-2.3595,1.7281,6.1165,12.7209,5.0361
-4.4323,0.1299,-2.1262,-0.9975,-0.4426,0.0116,-0.2526,0.7043,0.3752,0.8665,1.1858,0.9842,5.2194,-0.1221
-6.6022,-3.8066,-3.3985,-0.8579,-1.5107,0.0123,-0.7546,-1.6697,-0.8834,-8.6192,-4.0142,-4.149,-8.3966,-5.0884
-2.5287,-3.0158,-0.6707,0.4627,-0.1733,-0.0001,-0.7351,-1.6055,-0.912,-6.3659,-3.0283,-1.9807,-9.3378,-3.283
7.3186,6.3472,6.1387,4.2274,3.8117,-0.0068,-0.0138,0.6376,0.333,14.7412,5.2828,4.7491,7.0952,4.7955
15.5309,16.7943,11.7926,7.8382,6.759,0.0014,0.7503,2.4388,1.5304,38.1151,13.1974,8.256,25.2262,11.472
14.7632,17.8318,11.3488,6.4447,7.6754,0.013,0.7764,1.5404,1.2695,47.8532,16.1146,6.7497,28.7698,11.0913
7.1419,9.4761,6.3548,1.2448,7.5502,0.0115,0.1874,-0.8418,-0.0563,41.2637,14.5026,4.3534,18.4726,6.0082
0.0845,0.6651,1.4571,-1.3162,5.7996,-0.0021,-0.1988,-1.9023,-0.9654,21.3518,8.2163,2.2699,4.9373,0.9796
-5.0119,-5.1989,-2.9899,-0.141,1.4802,-0.0145,-0.0544,-1.609,-1.2368,-8.4082,-3.2071,-2.7777,-8.0985,-4.0412
-11.2965,-12.1148,-9.0625,-0.9736,-5.0382,-0.0163,0.1462,-1.5947,-1.4594,-41.1543,-16.1231,-10.204,-23.3543,-10.5076
-16.1394,-18.3165,-14.1503,-5.8515,-11.7654,-0.0046,0.0329,-1.1174,-1.0865,-64.9716,-23.8203,-12.9981,-35.6303,-14.4335
-13.1345,-15.9923,-13.1873,-9.1602,-14.2148,0.0087,-0.1593,1.1707,0.3491,-68.0126,-22.6718,-7.7967,-31.8104,-10.5116
-3.906,-6.0479,-6.9556,-6.6074,-8.8732,0.0012,-0.1386,3.301,1.4111,-47.9266,-14.8512,-0.6801,-10.5883,-1.4291
3.4564,2.5481,-0.3746,-0.7133,0.3443,-0.0208,-0.0196,2.9659,1.0568,-14.4353,-4.299,2.8837,11.5609,5.2513
8.1125,8.5343,6.3175,5.5045,5.4371,-0.0215,-0.029,2.0017,0.8599,20.3121,7.0793,6.2523,22.1806,8.4544
15.5944,16.6007,15.2633,11.9594,5.2342,0.0027,-0.1045,2.7019,2.0013,48.981,17.3401,12.3822,25.4879,12.3035
22.1873,21.9319,21.0848,15.3167,5.4257,0.015,-0.0455,2.7991,2.5065,64.6096,22.4057,14.9816,26.2264,14.8144
16.4589,15.3173,15.4522,9.8659,7.9522,0.006,0.0814,-0.428,0.5476,59.9669,19.8559,8.4158,19.6688,9.6824
-0.4383,0.9317,1.5093,-1.7696,8.492,0.0047,0.034,-4.395,-2.0678,36.7267,12.0969,-1.5151,5.2178,-1.0592
-13.1228,-8.7927,-8.9808,-9.8031,4.1314,0.0158,-0.0978,-4.8681,-2.6264,5.8674,2.6359,-6.5794,-7.6748,-8.2061
-13.8894,-11.303,-11.8117,-10.2469,-2.6832,0.012,0.0516,-2.3419,-1.4429,-23.049,-7.5123,-8.1405,-13.1229,-8.8694
-10.0628,-11.8861,-11.4549,-6.4138,-7.2019,-0.012,0.4291,-0.3214,-0.6321,-44.5086,-16.8432,-10.7231,-15.0518,-8.0575
-8.3965,-11.2413,-9.9338,-1.4878,-6.5995,-0.0309,0.4583,0.0842,-0.782,-52.3817,-20.7755,-11.4309,-16.841,-8.0199
-7.1651,-7.4745,-6.2766,1.3935,-2.7578,-0.0274,-0.1461,0.369,-0.7588,-43.1356,-16.0762,-5.5675,-14.6603,-5.737
-4.1519,-2.5148,-2.2382,-0.4662,-0.8126,-0.0057,-0.8273,1.3974,0.2236,-22.0095,-5.8234,3.2243,-5.296,-0.5542
-1.1676,0.8478,-0.1455,-3.6977,-2.9416,0.0202,-0.7305,2.463,1.5851,-0.7081,3.0356,7.241,5.0665,3.3332
-0.1621,1.6313,0.2245,-3.1452,-5.677,0.0307,0.1816,2.6503,2.1612,9.8554,5.9734,5.1137,7.4065,3.0281
-0.3933,-0.231,-0.259,-0.4657,-5.1751,0.014,0.8995,1.8718,1.5377,7.0229,3.5965,1.4778,3.2529,0.8401
1.0108,-1.2701,0.1944,1.3542,-1.7162,-0.0127,0.6987,0.8925,0.5151,0.9343,0.3681,0.1133,1.5859,0.6638
6.4308,4.1601,4.6587,4.7678,2.3699,-0.0166,0.1416,0.573,0.1619,5.8038,1.1903,1.949,4.3526,3.3275
13.7683,13.9219,11.8444,9.8886,5.499,0.0045,-0.0533,0.7758,0.5058,21.79,6.3288,5.5335,7.0976,6.6816
16.7871,17.5793,14.5164,10.2164,6.963,0.0166,-0.1942,0.3921,0.5567,33.6376,10.3276,6.8175,10.0695,8.2627
11.9252,10.8853,8.7191,3.2597,6.947,0.0029,-0.5732,-1.049,-0.2762,30.5129,8.8296,2.9142,14.7543,6.7541
2.1859,1.0863,-0.7128,-4.4794,5.9286,-0.0111,-0.5307,-2.578,-1.3943,16.0951,3.6046,-3.5585,13.8455,2.0049
-6.7117,-4.922,-6.8869,-6.9749,3.6414,-0.0021,0.1778,-3.1598,-1.938,-1.3202,-1.5396,-7.4649,0.0698,-4.4696
-10.1469,-6.8745,-7.255,-4.7297,0.437,0.0126,0.5285,-2.6526,-1.6776,-13.979,-4.5627,-6.448,-16.5895,-8.4195
-6.3177,-5.8151,-3.0732,-0.8501,-2.0038,0.0063,-0.0494,-1.104,-0.6843,-13.3355,-3.815,-1.5699,-16.7943,-5.6667
-0.1664,-3.6617,1.0146,1.5837,-3.4457,-0.0141,-0.6069,0.9813,0.657,-2.4281,-0.2098,3.1703,-1.1545,0.8554
-1.4874,-5.3252,-1.1881,-0.3607,-5.3307,-0.0194,-0.3575,1.8177,1.1672,-2.8302,-0.2901,2.3795,5.5312,1.686
-11.9222,-12.0433,-9.7439,-5.9885,-7.1293,-0.0048,0.1357,0.451,0.107,-26.9119,-8.2208,-4.1858,-9.6285,-6.0977
-20.2062,-17.8748,-16.5178,-10.2694,-7.1196,0.0007,0.2861,-0.9516,-1.1785,-53.2325,-16.8317,-9.0182,-26.0728,-12.8059
-17.364,-17.9949,-15.5753,-10.2053,-6.5591,-0.0177,0.3894,-0.0165,-0.8476,-54.7186,-16.8621,-6.8583,-22.0121,-10.1471
-7.8072,-12.5648,-9.5829,-7.1352,-7.3262,-0.0285,0.5645,1.9619,0.607,-37.1856,-11.2001,-2.6182,-7.1916,-3.0968
1.0317,-1.8978,-2.4474,-1.6473,-6.6657,-0.0047,0.3614,2.4077,1.3079,-21.0664,-7.7264,-1.9512,-0.3173,0.664
9.4175,12.3395,6.2739,6.2014,-0.4855,0.025,-0.1652,1.7134,1.0268,-2.7786,-3.3771,-0.3127,3.6293,3.6755
19.0693,23.6436,16.0502,12.0334,9.3936,0.0229,-0.4076,1.604,0.9194,31.0888,9.3622,8.4105,16.9841,11.001
25.6213,26.5024,21.8701,11.3629,16.0957,0.0044,-0.3114,1.5754,1.103,66.5478,24.4659,17.9803,31.6101,18.1677
23.5819,21.199,19.716,7.041,14.9019,-0.0014,-0.2924,0.3733,0.7921,74.9643,27.6815,16.9233,32.5683,17.2302
13.6413,10.5334,11.5682,4.6756,7.8759,-0.0054,-0.2912,-1.2187,0.021,54.4331,17.9357,6.4316,21.7344,8.9846
1.8655,-0.805,3.1111,3.9251,1.719,-0.0175,-0.0275,-1.9509,-0.5972,29.7216,8.0588,-1.6372,9.5186,0.708
-5.9496,-6.2936,-1.9356,1.0134,-0.096,-0.0099,0.2143,-2.2619,-0.9407,15.9795,4.7581,-3.0406,-1.0763,-4.0033
-8.545,-5.1946,-4.423,-3.7063,-1.2609,0.0257,0.0762,-2.5905,-1.0164,5.0465,1.9239,-4.2234,-10.0003,-6.5397
-8.8686,-4.3684,-6.8553,-6.3243,-4.699,0.0425,-0.0682,-1.9473,-0.6526,-12.2136,-4.9725,-7.7113,-13.1328,-7.6455
-9.4538,-7.0521,-9.1368,-5.5733,-5.9199,0.0122,0.2204,-0.2341,-0.2456,-28.2675,-10.6924,-8.2545,-9.0947,-6.5175
-9.393,-8.6222,-9.2076,-4.237,-1.7736,-0.0231,0.475,0.5249,-0.5252,-32.4126,-10.7259,-4.7888,-5.4884,-4.4676
-7.1835,-6.6296,-7.0181,-4.1826,1.2523,-0.0178,0.0635,-0.603,-1.1867,-30.0244,-9.7303,-3.5291,-10.2531,-4.4178
-4.1697,-4.9134,-4.9208,-3.5654,-2.961,0.0069,-0.5813,-1.3498,-1.0371,-32.9008,-12.7187,-6.4347,-18.3647,-5.9547
-2.6289,-5.398,-4.2096,-1.3201,-8.8597,0.0055,-0.5778,0.3858,0.215,-36.937,-15.0617,-6.905,-15.9911,-4.9557
-2.1632,-4.8812,-3.6755,-0.6069,-7.2518,-0.0173,-0.0099,2.966,1.3684,-27.5105,-9.2954,-0.461,-0.8031,0.1776
-0.3807,-1.6834,-1.6154,-3.0871,1.0906,-0.0278,0.3201,3.2561,1.2749,-3.8949,2.4785,7.8535,12.9988,5.6087
3.6082,2.1271,2.3357,-3.6315,7.3854,-0.0216,0.1627,1.2634,0.3565,18.3731,10.7243,10.5733,15.0281,7.3964
7.8827,5.6365,6.8638,2.2453,6.5569,-0.0123,-0.0427,-0.0907,0.0214,27.4837,10.8371,7.299,10.716,6.1901
9.4045,8.6012,9.0054,8.5601,1.6247,0.0023,-0.0133,0.4462,0.6539,24.4632,6.8648,3.1914,7.617,4.4973
6.0678,6.8442,5.747,5.5596,-2.1708,0.0192,0.0475,0.8814,1.0428,14.3904,3.5306,0.9703,4.0733,2.4217
-1.8918,-2.7458,-2.305,-4.7363,-3.6061,0.0167,-0.1197,-0.3828,0.24,-0.3599,0.1644,-1.4908,-2.565,-1.4099
-10.8264,-13.6988,-10.1873,-10.5255,-4.2425,-0.0071,-0.3764,-2.0771,-1.0837,-17.5429,-5.7527,-6.2454,-8.6466,-6.3644
-15.1503,-16.3217,-13.4511,-8.2957,-4.1698,-0.0223,-0.2778,-2.4414,-1.7724,-32.0643,-12.4381,-11.0577,-11.1133,-9.5411
-12.3688,-10.8957,-11.886,-5.9004,-3.1389,-0.0111,0.2831,-1.5383,-1.4772,-37.3852,-14.5555,-11.325,-12.4298,-8.8893
-5.9034,-5.0097,-7.5091,-6.3678,-3.0719,0.0094,0.7313,-0.0928,-0.396,-30.1597,-10.0725,-5.8481,-13.0316,-5.1993
-1.0323,-1.4731,-2.4461,-4.1424,-4.4321,0.017,0.5146,1.4475,0.8951,-15.064,-3.4766,0.5847,-7.7667,-0.9329
0.5355,1.1831,0.6431,0.7471,-3.6972,0.008,-0.0817,2.0745,1.314,-2.3196,-0.0131,2.6469,3.4248,1.8868
0.7515,1.6288,0.5505,1.3219,0.6808,-0.0108,-0.3706,1.1354,0.4826,2.9884,0.8281,1.6417,11.3193,3.0066
2.0444,-0.6118,0.202,-1.6851,4.2264,-0.0293,-0.2352,0.1121,-0.2981,5.0166,2.3783,2.6613,10.8179,3.7708
4.7395,-0.6952,2.8803,0.1777,2.7056,-0.0316,-0.0738,0.7035,0.2029,7.6128,4.0217,5.5021,6.6372,4.621
6.1874,3.6557,6.3725,6.6925,-1.3894,-0.008,-0.0655,1.8266,1.1794,8.48,3.2176,5.4984,2.2483,3.8264
3.9842,7.334,5.9914,7.932,-1.8335,0.0236,-0.0609,1.3709,1.0738,7.6739,2.0552,2.7214,-1.4054,1.2596
0.5699,6.8706,2.3971,1.7605,3.5249,0.0294,-0.0103,-0.3658,-0.117,11.3787,4.2731,1.4302,1.6284,0.3696
0.1172,4.9952,0.109,-2.8952,9.4645,0.0044,-0.0242,-1.6653,-1.1825,19.4477,7.3694,1.107,12.6901,2.3191
1.3693,2.9876,-0.5296,-2.7011,8.9429,-0.0169,-0.0794,-2.0296,-1.401,20.0278,5.7373,-1.9054,18.5505,2.9797
0.2365,-1.227,-2.4206,-3.6159,1.8764,-0.0104,-0.0447,-1.7127,-0.899,5.5696,-0.2353,-5.4081,8.5586,0.0171
-2.8282,-6.3653,-4.7921,-6.197,-5.0161,0.0044,-0.0154,-0.7539,-0.1903,-15.6345,-5.921,-4.8287,-8.8302,-3.4488
-5.6181,-8.9265,-5.5793,-4.9496,-7.3965,0.0043,-0.2143,0.1887,0.109,-31.0298,-9.9601,-2.8185,-18.9032,-5.2796
-9.3196,-10.0326,-7.1587,-2.3505,-6.984,-0.0049,-0.4195,0.3299,-0.1392,-36.8841,-12.6498,-4.1804,-17.4533,-6.6325
-12.6593,-11.9976,-10.5362,-4.9294,-5.8261,-0.0151,-0.0714,0.506,-0.2083,-33.9375,-11.2948,-5.233,-8.1716,-6.1842
-8.1746,-10.1958,-9.0165,-7.8856,-3.2854,-0.0288,0.6786,2.0373,0.6222,-20.396,-4.1766,0.443,4.2818,-0.4677
5.6515,0.7906,1.5998,-2.1919,0.3869,-0.0302,0.8502,3.9294,1.8608,1.6851,4.3551,9.2624,13.9454,8.1407
15.853,13.2807,11.9372,7.3658,2.6724,-0.0038,0.1672,3.6275,2.1048,19.2861,7.9703,11.224,14.1491,11.1073
11.0963,12.7919,10.6559,8.903,2.1543,0.0224,-0.3909,0.7655,0.8259,20.4299,5.7778,4.5822,4.3378,4.9663
0.2007,1.1988,2.3781,3.0523,0.5702,0.0129,-0.295,-1.8968,-0.6688,12.353,2.7272,-1.9967,-4.35,-2.2073
-0.8562,-3.8929,-0.2661,-0.5234,0.7456,-0.0133,-0.2972,-2.1408,-0.9246,11.7789,2.7122,-2.5817,1.1362,-1.3585
5.5122,2.2661,2.3232,-0.8923,3.1334,-0.0161,-0.7683,-1.2333,-0.4912,16.6033,3.4435,-1.3447,15.2525,4.043
5.2258,5.0475,0.4952,-3.9579,4.9681,-0.002,-0.8248,-1.453,-0.8094,9.309,0.6962,-3.3331,16.3094,3.8956
-1.5293,-2.2878,-4.929,-7.5656,3.3237,-0.0036,0.0458,-2.0604,-1.4572,-10.6124,-4.4498,-5.5146,-1.3249,-1.8807
-3.501,-8.627,-5.4679,-4.8652,-1.7052,-0.0205,0.9477,-0.672,-0.7955,-24.9141,-7.7323,-3.5794,-16.255,-4.5168
-1.1334,-7.1431,-2.4044,0.9865,-7.1736,-0.0232,0.8992,2.0851,0.9131,-27.3547,-8.7246,-0.5921,-13.7501,-2.2968
-3.6858,-4.9568,-3.3835,0.8885,-9.3647,-0.0032,0.1044,2.9758,1.5797,-27.7097,-9.2716,-0.7276,-6.7295,-1.7577
-9.8601,-6.8735,-7.1828,-4.4573,-6.4008,0.0127,-0.5706,1.2499,0.5535,-27.0369,-7.9735,-1.3491,-7.7646,-4.1525
-10.6248,-7.3641,-6.9515,-6.3031,-0.5645,0.0052,-0.5999,-0.3253,-0.5036,-15.9258,-2.8261,0.8299,-6.8047,-3.8881
-5.0721,-1.8137,-2.335,-2.0103,3.4682,-0.0058,-0.0673,0.0976,-0.2669,4.3631,3.8152,3.3695,4.9979,0.3112
1.1625,5.9599,2.5933,3.3839,3.8313,0.0017,0.4853,1.3366,0.6748,20.1456,7.9592,4.1854,15.5151,4.0305
6.5653,9.9857,6.4623,5.63,2.7841,0.0111,0.4963,1.8298,1.2176,24.31,8.8353,5.3222,14.6869,5.8405
